11230	1
13977	1
16713	1
19480	1
22217	1
25890	1
28394	1
31107	1
33830	1
36551	1
39654	1
41841	1
43777	1
45947	1
48117	1
51241	1
53178	1
55351	1
57521	1
59691	1
63331	1
66085	1
68835	1
71551	1
74261	2
77175	1
79355	2
81515	1
83692	1
85862	1
88775	1
90959	1
93135	1
95312	1
97472	1
1.0118e+05	1
1.0393e+05	1
1.0668e+05	1
1.0918e+05	1
1.1196e+05	1
1.1508e+05	1
1.1724e+05	1
1.1942e+05	1
1.2161e+05	1
1.2378e+05	2
1.2751e+05	1
1.3026e+05	1
1.3278e+05	1
1.3552e+05	2
1.3825e+05	1
1.4193e+05	1
1.4465e+05	1
1.4738e+05	1
1.5011e+05	1
1.5285e+05	1
1.5578e+05	1
1.5797e+05	2
1.6016e+05	1
1.6232e+05	1
1.6452e+05	1
