5589	3
8219	3
11136	3
13783	3
16446	3
20010	3
22953	3
25586	3
28506	3
31170	3
34153	3
36537	3
38610	3
40970	3
43357	3
46614	3
48987	3
51354	3
53447	3
55824	3
59114	3
61227	3
63611	3
65994	3
68384	3
72214	3
74951	3
77601	3
80524	3
83188	3
86175	3
88578	3
90931	3
93005	3
95388	3
98962	3
1.0161e+05	3
1.0457e+05	3
1.0721e+05	3
1.1014e+05	3
1.134e+05	3
1.1578e+05	3
1.1815e+05	3
1.2053e+05	3
1.2261e+05	3
1.2561e+05	3
1.28e+05	3
1.3038e+05	3
1.3276e+05	3
1.3515e+05	3
1.3898e+05	3
1.4164e+05	3
1.4458e+05	3
1.4724e+05	3
1.5017e+05	3
1.5377e+05	3
1.5672e+05	3
1.5937e+05	3
1.6201e+05	3
1.6496e+05	3
