4412	1
6459	1
8865	1
11272	2
13802	2
17176	1
19229	1
21636	2
24062	1
25999	1
29019	2
31429	2
33829	2
36233	1
38173	2
41676	1
43623	1
45576	1
47626	2
50056	2
53446	1
55376	2
57776	2
60180	1
62623	1
65573	1
67643	1
69577	1
71623	2
74034	1
77040	1
79004	2
81417	2
83377	2
85817	2
88851	1
91264	1
93201	2
95597	1
97671	2
1.0106e+05	1
1.0339e+05	1
1.0545e+05	2
1.0788e+05	2
1.0983e+05	2
1.1322e+05	2
1.1565e+05	2
1.1809e+05	1
1.2005e+05	1
1.22e+05	2
1.254e+05	1
1.2744e+05	2
1.2986e+05	1
1.3228e+05	1
1.3422e+05	2
1.376e+05	2
1.3968e+05	1
1.4221e+05	2
1.4463e+05	1
1.4658e+05	2
1.4999e+05	2
1.5243e+05	2
1.5485e+05	1
1.5718e+05	2
1.5926e+05	2
1.6266e+05	1
1.646e+05	2
1.6667e+05	2
1.6863e+05	2
1.706e+05	1
1.7364e+05	1
1.7563e+05	2
1.7805e+05	1
1.8047e+05	1
1.8244e+05	1
1.8546e+05	1
1.8788e+05	1
1.9045e+05	2
1.9288e+05	2
1.9519e+05	2
1.9867e+05	2
2.0099e+05	2
2.0306e+05	1
2.0502e+05	2
2.0698e+05	2
2.0987e+05	1
2.1183e+05	1
2.1427e+05	1
2.1623e+05	1
2.1819e+05	2
2.2169e+05	2
2.2367e+05	2
2.2608e+05	2
2.2805e+05	1
2.2998e+05	1
2.3304e+05	1
2.3499e+05	1
2.3741e+05	1
2.3948e+05	2
2.4145e+05	2
