4938	1
7495	1
10048	1
12728	2
15295	1
18325	2
20332	2
22342	1
24349	2
26352	1
29255	1
31252	1
33255	1
35242	1
37246	1
40726	1
43279	1
45876	1
48559	2
51116	1
54169	1
56079	1
58066	2
60063	2
62163	1
65076	1
67066	1
69086	2
71090	2
73080	1
76550	2
79133	1
81703	1
84280	2
86967	1
90550	1
93114	1
95674	1
98357	2
1.0092e+05	1
1.0395e+05	1
1.0596e+05	2
1.0797e+05	1
1.0996e+05	2
1.1197e+05	1
1.1548e+05	2
1.1806e+05	1
1.2075e+05	2
1.2331e+05	1
1.2586e+05	1
1.2866e+05	2
1.3067e+05	1
1.3266e+05	1
1.3466e+05	1
1.3667e+05	1
1.4014e+05	1
1.4269e+05	1
1.4535e+05	2
1.4789e+05	1
1.5057e+05	1
