5104	3
7324	3
9544	3
11781	3
14004	3
16608	3
18271	3
19924	3
21591	3
23244	3
26411	3
28624	3
30845	3
33068	3
35305	3
37901	3
39561	3
41221	3
42885	3
44545	3
47142	3
48802	3
50465	3
52125	3
53782	3
56952	3
59169	3
61389	3
63605	3
65832	3
68986	3
71186	3
73402	3
75626	3
77836	3
80429	3
82089	3
83746	3
85406	3
87046	3
90226	3
92446	3
94666	3
96893	3
99090	3
1.0171e+05	3
1.0337e+05	3
1.0505e+05	3
1.0673e+05	3
1.0841e+05	3
1.1104e+05	3
1.127e+05	3
1.1438e+05	3
1.1607e+05	3
1.1775e+05	3
1.2091e+05	3
1.2313e+05	3
1.2535e+05	3
1.2757e+05	3
1.2979e+05	3
