4732	3
6545	3
8359	3
10165	3
11982	3
15332	3
17712	3
20082	3
22466	3
24849	3
27633	3
29449	3
31293	3
33129	3
34949	3
38229	3
40613	3
42980	3
45353	3
47733	3
50476	3
52313	3
54147	3
55963	3
57787	3
60553	3
62390	3
64213	3
66033	3
67854	3
71190	3
73567	3
75950	3
78350	3
80731	3
84014	3
86394	3
88777	3
91154	3
93534	3
96871	3
99231	3
1.0161e+05	3
1.0399e+05	3
1.0638e+05	3
1.0971e+05	3
1.121e+05	3
1.145e+05	3
1.1688e+05	3
1.1926e+05	3
1.2202e+05	3
1.2386e+05	3
1.257e+05	3
1.2751e+05	3
1.2934e+05	3
1.3212e+05	3
1.3396e+05	3
1.358e+05	3
1.3762e+05	3
1.3944e+05	3
