5185	2
6762	2
8788	1
10368	2
11942	1
14442	1
16015	2
18035	2
20055	1
21629	2
24569	2
26145	2
28172	1
29752	1
31329	1
33832	1
35409	1
37439	1
39016	2
40592	2
43063	1
45093	2
47119	1
48696	2
50726	1
53219	2
55243	2
56816	2
58843	2
60870	2
63366	1
64940	1
66513	1
68086	2
70107	2
73057	1
74633	1
76210	1
77790	1
79367	2
82307	2
83887	1
85464	1
87040	2
88617	1
91130	1
93150	1
94724	2
96744	1
98317	2
1.0125e+05	1
1.0282e+05	1
1.0439e+05	1
1.0597e+05	2
1.0799e+05	2
1.1092e+05	2
1.125e+05	2
1.1452e+05	1
1.161e+05	2
1.1813e+05	1
1.2067e+05	1
1.2225e+05	1
1.2382e+05	2
1.2585e+05	1
1.2743e+05	1
1.2991e+05	1
1.3149e+05	2
1.3306e+05	2
1.3508e+05	1
1.3665e+05	1
1.3958e+05	2
1.4115e+05	2
1.4317e+05	1
1.4475e+05	2
1.4677e+05	2
1.4973e+05	1
1.5131e+05	2
1.5334e+05	2
1.5536e+05	1
1.5694e+05	1
1.5946e+05	1
1.6104e+05	1
1.6262e+05	2
1.6465e+05	1
1.6623e+05	1
1.6871e+05	2
1.7073e+05	1
1.7231e+05	1
1.7388e+05	2
1.759e+05	1
1.784e+05	2
1.7997e+05	1
1.8155e+05	1
1.8312e+05	1
1.847e+05	1
1.8718e+05	2
1.8921e+05	1
1.9079e+05	2
1.9237e+05	1
1.9394e+05	1
