6215	2
8271	1
10598	1
12655	1
14981	1
18818	1
21432	1
24052	1
26652	1
29272	1
32255	1
34585	1
36649	2
38995	1
41055	1
44626	1
47226	1
49846	1
52479	1
55376	1
58656	1
60999	1
63046	1
65379	1
67449	1
70450	1
72793	1
75146	2
77463	1
79820	2
83847	1
86760	2
89867	1
92777	1
95664	2
99257	1
1.0216e+05	1
1.0504e+05	1
1.0794e+05	1
1.1084e+05	1
1.1385e+05	2
1.162e+05	2
1.1827e+05	2
1.2062e+05	2
1.2297e+05	2
1.2702e+05	1
1.2966e+05	1
1.3257e+05	1
1.3522e+05	1
1.3786e+05	1
1.4086e+05	1
1.4321e+05	1
1.4557e+05	2
1.4839e+05	2
1.5074e+05	2
1.5502e+05	1
1.5764e+05	1
1.6025e+05	1
1.6285e+05	1
1.6577e+05	1
