6393	1
9006	1
11610	1
14226	1
17140	2
20960	1
23587	2
26227	1
29133	2
32013	1
34984	2
37040	1
39387	2
41730	1
43790	1
46810	1
49161	2
51244	1
53581	2
55647	2
58627	1
60958	1
63041	2
65361	2
67428	1
70411	2
72744	1
74811	1
77161	2
79211	2
82791	1
85391	2
88008	1
90665	1
93565	2
97398	1
1.0004e+05	1
1.0294e+05	1
1.0582e+05	2
1.0846e+05	1
1.1174e+05	1
1.1379e+05	1
1.1614e+05	2
1.1821e+05	1
1.2057e+05	2
1.244e+05	1
1.2703e+05	1
1.2994e+05	2
1.3282e+05	2
1.3545e+05	2
1.3845e+05	1
1.4081e+05	2
1.436e+05	1
1.4595e+05	1
1.4803e+05	2
1.5161e+05	1
1.5423e+05	1
1.5685e+05	1
1.5947e+05	1
1.6237e+05	1
