5805	3
8775	3
11748	3
14395	3
17348	3
20945	3
23618	3
26575	3
29232	3
32199	3
35229	3
37615	3
40002	3
42389	3
44786	3
47779	3
50176	3
52569	3
54976	3
57366	3
60936	3
63599	3
66556	3
69210	3
72163	3
75163	3
77563	3
79933	3
82027	3
84417	3
87983	3
90957	3
93627	3
96577	3
99540	3
1.0256e+05	3
1.0496e+05	3
1.0736e+05	3
1.0977e+05	3
1.1218e+05	3
1.1518e+05	3
1.1759e+05	3
1.1998e+05	3
1.2241e+05	3
1.2482e+05	3
1.2836e+05	3
1.3104e+05	3
1.3402e+05	3
1.3698e+05	3
1.3994e+05	3
1.4322e+05	3
1.4534e+05	3
1.4775e+05	3
1.5015e+05	3
1.5256e+05	3
1.5638e+05	3
1.5936e+05	3
1.6203e+05	3
1.65e+05	3
1.6796e+05	3
