7624	2
10621	2
13651	2
16654	2
19651	1
22701	1
24818	2
27285	2
29421	1
31848	2
34885	1
37062	1
39482	1
41608	1
44062	2
47642	1
50675	1
53665	1
56385	2
59082	2
62679	1
65382	2
68082	2
70799	2
73476	2
76853	1
78986	1
81419	1
83879	1
86009	1
89036	1
91473	2
93596	2
96050	2
98183	1
1.0179e+05	1
1.0449e+05	1
1.0719e+05	1
1.1022e+05	1
1.1324e+05	1
1.1684e+05	1
1.1988e+05	2
1.2258e+05	1
1.2528e+05	2
1.2799e+05	1
1.3158e+05	2
1.3428e+05	2
1.3701e+05	1
1.4001e+05	2
1.4308e+05	2
1.4643e+05	2
1.4859e+05	2
1.5103e+05	2
1.5349e+05	2
1.5565e+05	2
1.5905e+05	1
1.6119e+05	1
1.6364e+05	2
1.6579e+05	1
1.6826e+05	2
