4039	2
6006	2
7953	2
9809	1
11796	1
15190	1
17633	1
20183	1
22630	1
25163	2
28643	1
31180	1
33647	1
36190	1
38630	1
41540	1
43417	1
45407	1
47387	1
49357	1
52820	1
55347	1
57777	1
60217	1
62737	1
65641	1
67611	2
69564	2
71441	1
73431	1
76941	1
79378	1
81838	1
84365	1
86811	2
89615	1
91598	2
93568	1
95538	2
97435	1
1.0086e+05	2
1.0341e+05	1
1.0594e+05	1
1.0846e+05	1
1.1099e+05	1
1.1378e+05	2
1.1574e+05	2
1.1762e+05	2
1.1959e+05	2
1.2158e+05	2
1.2499e+05	1
1.2742e+05	1
1.2995e+05	1
1.324e+05	2
1.3484e+05	1
1.3764e+05	2
1.3964e+05	2
1.416e+05	1
1.4357e+05	1
1.4555e+05	2
