4865	3
7058	3
9241	3
11418	3
13615	3
16751	3
18935	3
21115	3
23295	3
25478	3
28052	3
29665	3
31289	3
32902	3
34532	3
37162	3
38779	3
40399	3
42042	3
43682	3
46812	3
48992	3
51172	3
53346	3
55532	3
58106	3
59733	3
61376	3
62996	3
64619	3
67199	3
68836	3
70473	3
72100	3
73716	3
76843	3
79043	3
81216	3
83396	3
85597	3
88173	3
89817	3
91453	3
93067	3
94723	3
97297	3
98920	3
1.0053e+05	3
1.0216e+05	3
1.0378e+05	3
1.0693e+05	3
1.0912e+05	3
1.113e+05	3
1.1347e+05	3
1.1565e+05	3
1.188e+05	3
1.21e+05	3
1.2318e+05	3
1.2536e+05	3
1.2754e+05	3
