4716	1
7370	1
10036	2
12727	1
15407	1
18423	2
20523	2
22627	2
24723	1
26827	2
30457	1
33134	1
35790	1
38454	1
41107	1
44134	1
46231	1
48347	1
50451	2
52574	1
56188	1
58851	1
61524	1
64191	1
66845	1
70441	1
73115	1
75791	1
78468	1
81135	1
84178	1
86295	1
88428	2
90539	1
92675	1
95725	2
97855	1
99969	1
1.021e+05	2
1.042e+05	2
1.078e+05	1
1.1047e+05	1
1.1315e+05	1
1.1583e+05	2
1.1849e+05	2
1.2213e+05	2
1.2482e+05	1
1.2751e+05	1
1.302e+05	1
1.329e+05	2
1.3593e+05	2
1.3805e+05	1
1.4017e+05	2
1.4229e+05	2
1.4439e+05	1
1.4746e+05	1
1.4957e+05	1
1.5169e+05	1
1.538e+05	2
1.5592e+05	1
