4566	1
7166	2
9763	1
12353	2
14963	1
17933	1
19980	2
21913	1
23963	1
25913	2
28770	1
30803	1
32750	1
34807	1
36737	2
40220	2
42740	1
45360	1
47977	2
50577	1
54167	2
56791	2
59391	1
62001	2
64534	2
67561	2
69598	2
71548	2
73601	1
75541	2
78561	2
80518	1
82578	2
84601	2
86551	2
90148	2
92765	2
95362	2
97965	2
1.0056e+05	2
1.0359e+05	2
1.0554e+05	1
1.0761e+05	2
1.0953e+05	1
1.1156e+05	2
1.1516e+05	2
1.1778e+05	1
1.2038e+05	1
1.23e+05	2
1.256e+05	1
1.2854e+05	1
1.3059e+05	2
1.3256e+05	2
1.3453e+05	1
1.3659e+05	2
1.4017e+05	1
1.4279e+05	2
1.4532e+05	2
1.4796e+05	1
1.506e+05	2
