3937	3
5431	3
6924	3
8421	3
9917	3
12324	3
13818	3
15311	3
16804	3
18298	3
21264	3
23318	3
25375	3
27428	3
29481	3
32475	3
34938	3
36998	3
39055	3
41108	3
44105	3
46162	3
48255	3
50309	3
52362	3
54792	3
56285	3
57782	3
59279	3
60772	3
63766	3
65826	3
67879	3
69936	3
71989	3
74422	3
75916	3
77409	3
78906	3
80399	3
82833	3
84329	3
85823	3
87316	3
88810	3
91236	3
92733	3
94226	3
95723	3
97216	3
1.0021e+05	3
1.0227e+05	3
1.0474e+05	3
1.0679e+05	3
1.0885e+05	3
1.1181e+05	3
1.1386e+05	3
1.1592e+05	3
1.1798e+05	3
1.2003e+05	3
