4784	1
6774	1
8790	1
10794	1
12810	1
15877	1
18067	1
20717	1
22897	1
25104	1
28061	2
30718	2
33228	2
35874	2
37871	2
40798	1
42805	2
44835	1
46858	2
49498	1
52452	1
54432	1
56455	1
58455	2
61115	1
64662	1
66682	2
69189	2
71865	2
74522	2
78065	1
80266	1
82256	2
84922	1
87126	2
90702	2
93176	1
95176	1
97196	1
99653	1
1.0272e+05	1
1.0491e+05	1
1.071e+05	1
1.0958e+05	1
1.1206e+05	1
1.1498e+05	1
1.1701e+05	1
1.1904e+05	2
1.2172e+05	2
1.2421e+05	1
1.2731e+05	2
1.2949e+05	1
1.317e+05	1
1.3391e+05	2
1.364e+05	1
1.3948e+05	1
1.4168e+05	2
1.4417e+05	1
1.462e+05	2
1.4886e+05	2
1.5225e+05	1
1.5491e+05	2
1.5709e+05	1
1.5929e+05	1
1.6179e+05	2
1.6489e+05	2
1.674e+05	2
1.6942e+05	1
1.7145e+05	1
1.7411e+05	2
1.7771e+05	1
1.799e+05	1
1.821e+05	1
1.8417e+05	2
1.8688e+05	1
1.8978e+05	2
1.9226e+05	1
1.9489e+05	1
1.9737e+05	1
1.9942e+05	2
2.0283e+05	1
2.0549e+05	2
2.0767e+05	1
2.0987e+05	1
2.121e+05	1
2.1503e+05	2
2.1768e+05	1
2.2016e+05	2
2.2265e+05	2
2.2531e+05	1
2.2825e+05	1
2.3027e+05	2
2.3249e+05	2
2.35e+05	2
2.3701e+05	1
2.4036e+05	1
2.4238e+05	2
2.4488e+05	2
2.4736e+05	2
2.4986e+05	2
